ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,DISTANCE_W_MIL,INTAKE_PRESSURE,INTAKE_TEMP,MAF,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SPEED,THROTTLE_POS,time
78.43137254901961,31.764705882352942,20.784313725490197,96,541,89,22,54.0,10.196078431372548,3605.5,3083,32,40.0,1508613952.9806683
5.88235294117647,34.509803921568626,25.098039215686274,96,541,24,22,2.75,3.9215686274509802,3843.75,3084,37,12.941176470588236,1508613953.6358974
62.745098039215684,41.568627450980394,30.58823529411765,96,541,19,22,25.43,19.215686274509803,2885.0,3084,37,23.529411764705884,1508613954.2833517
73.72549019607843,43.13725490196079,31.764705882352942,96,541,85,21,39.53,25.098039215686274,2788.5,3086,40,34.11764705882353,1508613954.9883792
71.76470588235294,43.13725490196079,32.549019607843135,96,541,88,21,40.64,25.098039215686274,3093.5,3086,45,33.333333333333336,1508613955.6134074
81.56862745098039,52.94117647058823,41.96078431372549,96,541,87,21,52.72,46.27450980392157,3414.75,3086,50,46.27450980392157,1508613956.2582822
81.56862745098039,31.764705882352942,20.784313725490197,96,541,93,20,59.83,7.450980392156863,3779.0,3088,55,56.86274509803921,1508613956.9459336
10.588235294117647,37.64705882352941,27.058823529411764,96,541,22,20,2.86,11.372549019607844,3755.0,3088,58,12.941176470588236,1508613957.5733654
76.07843137254902,46.666666666666664,36.07843137254902,96,541,44,19,43.87,31.372549019607842,2810.75,3089,58,32.94117647058823,1508613958.1821618
78.82352941176471,48.23529411764706,37.254901960784316,96,541,92,19,43.17,37.254901960784316,2970.75,3089,61,46.27450980392157,1508613958.8332832
79.6078431372549,49.01960784313726,38.03921568627451,96,541,93,19,47.230000000000004,39.21568627450981,3147.25,3089,65,47.450980392156865,1508613959.49338
80.3921568627451,49.80392156862745,38.8235294117647,96,541,93,19,50.71,41.96078431372549,3322.25,3091,68,50.19607843137255,1508613960.1733775
81.17647058823529,49.01960784313726,37.64705882352941,96,541,93,18,51.96,41.1764705882353,3482.75,3091,72,50.588235294117645,1508613960.7884543
10.196078431372548,31.764705882352942,20.784313725490197,96,541,92,18,8.6,3.5294117647058822,3639.5,3092,75,13.72549019607843,1508613961.4058845
36.07843137254902,37.64705882352941,26.666666666666668,96,541,12,18,3.67,15.294117647058824,2899.25,3092,75,16.862745098039216,1508613962.083395
72.54901960784314,41.96078431372549,30.58823529411765,96,541,73,18,33.69,24.705882352941178,2770.5,3092,75,30.58823529411765,1508613962.7534251
73.33333333333333,41.568627450980394,30.58823529411765,96,541,88,18,36.93,24.313725490196077,2823.5,3094,77,33.72549019607843,1508613963.3697162
72.54901960784314,40.78431372549019,29.41176470588235,96,541,88,17,38.21,22.745098039215687,2902.25,3094,80,33.333333333333336,1508613964.0221744
70.19607843137254,40.3921568627451,29.019607843137255,96,541,87,17,37.79,21.96078431372549,2977.5,3096,81,31.764705882352942,1508613964.6372077
69.01960784313725,40.0,28.627450980392158,96,541,85,17,38.21,21.176470588235293,3047.25,3096,83,30.58823529411765,1508613965.2359407
38.431372549019606,31.372549019607842,20.784313725490197,96,541,83,17,36.29,5.098039215686274,3127.5,3096,86,28.235294117647058,1508613965.9109938
5.88235294117647,31.764705882352942,20.784313725490197,96,541,23,17,2.82,3.9215686274509802,3126.25,3097,86,12.941176470588236,1508613966.5622015
9.411764705882353,36.470588235294116,25.88235294117647,96,541,11,17,2.2600000000000002,10.588235294117647,3082.5,3097,84,12.941176470588236,1508613967.188432
49.411764705882355,36.86274509803921,25.49019607843137,96,541,44,17,28.650000000000002,14.901960784313726,3031.0,3099,84,24.313725490196077,1508613967.8310049
47.05882352941176,36.470588235294116,25.098039215686274,96,541,68,17,26.93,14.117647058823529,3092.75,3099,85,23.92156862745098,1508613968.480949
44.705882352941174,36.470588235294116,25.098039215686274,96,541,63,17,25.43,14.509803921568627,3124.0,3099,86,23.137254901960784,1508613969.1311486
21.176470588235293,33.72549019607843,23.137254901960784,96,541,65,17,12.15,8.235294117647058,3149.5,3100,86,16.470588235294116,1508613969.7859707
43.92156862745098,31.764705882352942,20.784313725490197,96,541,32,17,20.27,14.509803921568627,3154.25,3100,86,21.568627450980394,1508613970.4022026
