ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,DISTANCE_W_MIL,INTAKE_PRESSURE,INTAKE_TEMP,MAF,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SPEED,THROTTLE_POS,time
16.862745098039216,31.764705882352942,20.784313725490197,96,509,26,42,2.2,3.9215686274509802,769.75,473,0,12.941176470588236,1508611344.1270943
16.862745098039216,31.372549019607842,20.784313725490197,96,509,26,42,2.2,3.9215686274509802,767.5,475,0,12.941176470588236,1508611344.869635
16.862745098039216,31.372549019607842,20.784313725490197,96,509,26,42,2.23,3.9215686274509802,763.75,475,0,12.941176470588236,1508611345.5795903
16.862745098039216,31.372549019607842,20.784313725490197,96,509,26,42,2.2,3.9215686274509802,763.0,476,0,12.941176470588236,1508611346.402186
17.254901960784313,31.372549019607842,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,762.0,476,0,12.941176470588236,1508611347.2782364
16.862745098039216,31.764705882352942,20.784313725490197,96,509,27,42,2.2600000000000002,3.9215686274509802,768.5,478,0,12.941176470588236,1508611347.9670968
18.03921568627451,31.372549019607842,20.784313725490197,96,509,26,42,2.32,3.9215686274509802,752.0,478,0,12.941176470588236,1508611348.724674
17.254901960784313,31.764705882352942,20.784313725490197,96,509,27,42,2.2600000000000002,3.9215686274509802,781.5,480,0,12.941176470588236,1508611349.4947076
16.862745098039216,31.764705882352942,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,776.75,480,0,12.941176470588236,1508611350.2521386
16.862745098039216,31.372549019607842,20.784313725490197,96,509,26,42,2.23,3.9215686274509802,765.75,480,0,12.941176470588236,1508611350.9793437
16.862745098039216,31.372549019607842,20.784313725490197,96,509,26,42,2.23,3.9215686274509802,769.75,481,0,12.941176470588236,1508611351.7146108
16.862745098039216,31.764705882352942,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,772.5,481,0,12.941176470588236,1508611352.4583917
17.254901960784313,31.372549019607842,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,772.75,483,0,12.941176470588236,1508611353.0719862
17.254901960784313,31.372549019607842,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,776.75,483,0,12.941176470588236,1508611353.879499
17.254901960784313,31.372549019607842,20.784313725490197,96,509,26,42,2.2600000000000002,3.9215686274509802,772.5,484,0,12.941176470588236,1508611354.5044808
18.431372549019606,31.372549019607842,20.784313725490197,96,509,26,42,2.35,4.313725490196078,767.0,484,0,13.333333333333334,1508611355.2471027
25.49019607843137,31.764705882352942,20.784313725490197,96,509,29,42,3.5500000000000003,4.313725490196078,689.75,486,0,14.117647058823529,1508611355.9495971
20.392156862745097,31.764705882352942,20.784313725490197,96,509,32,42,2.82,4.313725490196078,882.5,486,0,13.72549019607843,1508611356.7894962
21.56862745098039,31.372549019607842,20.784313725490197,96,509,30,42,3.0,4.313725490196078,830.25,488,0,13.72549019607843,1508611357.5692723
22.352941176470587,31.372549019607842,20.784313725490197,96,509,31,42,3.0,4.313725490196078,779.5,488,0,13.72549019607843,1508611358.4997835
22.352941176470587,31.764705882352942,20.784313725490197,96,509,32,42,3.0300000000000002,4.313725490196078,772.25,489,0,13.72549019607843,1508611359.167075
21.176470588235293,31.764705882352942,20.784313725490197,96,509,31,42,3.0300000000000002,4.313725490196078,845.25,489,0,13.72549019607843,1508611359.9047017
20.0,31.764705882352942,20.784313725490197,96,509,31,42,3.0300000000000002,4.313725490196078,847.75,491,0,13.333333333333334,1508611360.7346177
18.823529411764707,31.372549019607842,20.784313725490197,96,509,29,42,2.69,5.490196078431373,836.5,491,0,13.333333333333334,1508611361.4798558
26.666666666666668,31.372549019607842,20.784313725490197,96,509,35,42,3.79,5.098039215686274,837.25,492,0,14.117647058823529,1508611362.3523362
27.058823529411764,31.764705882352942,20.784313725490197,96,509,37,42,3.71,5.098039215686274,823.25,492,0,14.117647058823529,1508611363.072079
30.980392156862745,31.764705882352942,20.784313725490197,96,509,38,41,3.79,5.882352941176471,769.5,492,0,14.509803921568627,1508611363.7922635
34.11764705882353,31.764705882352942,20.784313725490197,96,509,50,41,4.05,5.490196078431373,634.75,494,0,14.509803921568627,1508611364.5521622
29.019607843137255,31.372549019607842,20.784313725490197,96,509,45,41,4.36,5.098039215686274,853.5,494,1,14.509803921568627,1508611365.3421154
26.274509803921568,31.372549019607842,20.784313725490197,96,509,38,41,3.14,5.098039215686274,887.75,496,0,13.72549019607843,1508611366.1859937
25.88235294117647,31.372549019607842,20.784313725490197,96,509,38,41,3.75,5.098039215686274,854.0,496,0,14.117647058823529,1508611367.0245924
24.705882352941178,31.372549019607842,20.784313725490197,96,509,36,41,3.63,4.705882352941177,856.5,497,0,14.117647058823529,1508611367.8423574
24.705882352941178,31.372549019607842,20.784313725490197,96,509,35,41,3.59,4.705882352941177,854.0,499,0,14.117647058823529,1508611368.720958
27.058823529411764,31.764705882352942,20.784313725490197,96,509,35,41,3.88,5.098039215686274,823.25,499,0,14.509803921568627,1508611369.4673955
27.84313725490196,31.372549019607842,20.784313725490197,96,509,38,41,3.92,5.098039215686274,798.0,499,0,14.117647058823529,1508611370.1774106
27.84313725490196,31.764705882352942,20.784313725490197,96,509,39,41,3.96,5.098039215686274,815.5,500,0,14.509803921568627,1508611370.9283154
25.098039215686274,31.372549019607842,20.784313725490197,96,509,39,41,3.96,4.705882352941177,844.25,500,0,13.72549019607843,1508611371.6323955
20.784313725490197,31.372549019607842,20.784313725490197,96,509,35,41,3.0300000000000002,6.2745098039215685,858.0,502,0,13.333333333333334,1508611372.4247742
25.49019607843137,31.764705882352942,20.784313725490197,96,509,35,41,4.0,5.490196078431373,847.5,502,0,14.117647058823529,1508611373.2372684
36.86274509803921,34.11764705882353,22.745098039215687,96,509,37,41,3.88,7.8431372549019605,846.5,504,0,14.509803921568627,1508611373.9194427
28.235294117647058,33.72549019607843,22.745098039215687,96,509,54,41,8.39,7.450980392156863,1391.25,504,0,16.862745098039216,1508611374.74475
23.52941176470588,31.372549019607842,20.784313725490197,96,509,38,40,7.34,4.705882352941177,1536.75,505,2,16.07843137254902,1508611375.5187557
18.431372549019606,31.372549019607842,20.784313725490197,96,509,27,40,2.2600000000000002,5.882352941176471,1314.0,505,4,12.941176470588236,1508611376.4199488
25.49019607843137,33.333333333333336,22.352941176470587,96,509,36,40,3.14,6.2745098039215685,830.0,507,5,13.72549019607843,1508611377.132425
39.21568627450981,34.509803921568626,23.137254901960784,96,509,41,40,7.28,7.8431372549019605,885.75,507,6,16.470588235294116,1508611377.8849506
32.549019607843135,34.11764705882353,23.137254901960784,96,509,52,40,8.25,7.450980392156863,1408.25,508,8,16.470588235294116,1508611378.7199337
33.333333333333336,34.509803921568626,23.529411764705884,96,509,48,39,8.040000000000001,7.8431372549019605,1266.25,508,11,16.470588235294116,1508611379.3921356
31.372549019607842,34.509803921568626,23.529411764705884,96,509,46,39,9.85,8.235294117647058,1586.75,510,14,17.647058823529413,1508611380.1536863
31.372549019607842,33.333333333333336,20.784313725490197,96,509,44,39,10.24,8.627450980392156,1826.0,510,16,18.03921568627451,1508611380.8674488
12.156862745098039,31.764705882352942,20.784313725490197,96,509,33,38,2.59,4.313725490196078,2011.0,512,18,12.941176470588236,1508611381.6424878
