ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,DISTANCE_W_MIL,INTAKE_PRESSURE,INTAKE_TEMP,MAF,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SPEED,THROTTLE_POS,time
78.82352941176471,61.96078431372549,50.588235294117645,96,513,94,27,47.480000000000004,65.88235294117646,3607.75,1172,35,80.7843137254902,1508612042.428046
79.6078431372549,61.568627450980394,50.588235294117645,96,513,94,26,48.47,66.27450980392157,3285.5,1172,28,74.50980392156863,1508612043.12442
84.31372549019608,65.88235294117646,55.294117647058826,96,513,94,25,66.79,74.50980392156863,4210.75,1174,37,82.3529411764706,1508612043.80126
22.352941176470587,31.764705882352942,20.784313725490197,96,513,93,24,82.63,4.313725490196078,5191.0,1174,45,89.80392156862744,1508612044.4519217
80.3921568627451,78.03921568627452,67.05882352941177,96,513,10,24,2.72,79.6078431372549,4710.25,1174,48,33.72549019607843,1508612045.114452
82.3529411764706,78.03921568627452,67.05882352941177,96,513,94,23,58.75,80.7843137254902,3574.25,1176,53,89.80392156862744,1508612045.7539198
84.70588235294117,78.03921568627452,61.1764705882353,96,513,94,22,63.71,80.7843137254902,4120.75,1176,60,90.19607843137256,1508612046.544423
6.2745098039215685,31.764705882352942,20.784313725490197,96,513,94,22,5.94,3.5294117647058822,4462.25,1177,65,13.333333333333334,1508612047.156933
6.2745098039215685,31.372549019607842,20.784313725490197,96,513,9,21,2.2600000000000002,3.9215686274509802,3545.75,1177,61,13.333333333333334,1508612047.79693
8.235294117647058,31.764705882352942,20.784313725490197,96,513,12,21,2.86,3.9215686274509802,2637.75,1179,53,12.941176470588236,1508612048.4844382
10.588235294117647,31.764705882352942,20.784313725490197,96,513,14,21,3.0300000000000002,3.9215686274509802,1875.0,1179,48,13.333333333333334,1508612049.1644197
15.294117647058822,31.764705882352942,20.784313725490197,96,513,18,21,3.29,4.705882352941177,1232.25,1179,43,13.333333333333334,1508612049.821962
18.431372549019606,31.764705882352942,20.784313725490197,96,513,28,22,2.5,3.5294117647058822,837.5,1180,37,12.549019607843137,1508612050.4719229
16.862745098039216,31.372549019607842,20.784313725490197,96,513,27,22,2.4,3.5294117647058822,860.0,1180,21,12.549019607843137,1508612051.1070035
16.862745098039216,31.764705882352942,20.784313725490197,96,513,27,22,2.44,3.5294117647058822,847.5,1182,4,12.549019607843137,1508612051.8017883
16.862745098039216,43.529411764705884,36.86274509803921,96,513,28,22,2.47,3.9215686274509802,844.75,1182,0,12.549019607843137,1508612052.4492872
77.25490196078431,56.470588235294116,50.19607843137255,96,513,94,22,20.7,46.666666666666664,959.75,1182,0,56.86274509803921,1508612053.1544673
76.86274509803921,78.03921568627452,67.05882352941177,96,513,94,22,36.29,80.7843137254902,2207.0,1184,7,90.19607843137256,1508612053.8519611
78.43137254901961,78.03921568627452,67.05882352941177,96,513,94,22,27.1,80.7843137254902,2038.5,1184,17,90.19607843137256,1508612054.5044549
79.2156862745098,70.19607843137256,58.431372549019606,96,513,94,22,44.34,80.7843137254902,2924.5,1185,25,90.19607843137256,1508612055.1519778
16.862745098039216,31.764705882352942,20.784313725490197,96,513,94,22,60.65,3.5294117647058822,3783.75,1185,34,32.15686274509804,1508612055.7968764
74.11764705882352,43.13725490196079,32.15686274509804,96,513,12,21,3.17,23.92156862745098,3459.25,1187,36,19.607843137254903,1508612056.4644232
76.07843137254902,43.13725490196079,32.15686274509804,96,513,82,21,60.65,24.313725490196077,4155.75,1187,37,39.21568627450981,1508612057.097014
63.529411764705884,40.78431372549019,27.84313725490196,96,513,88,21,34.46,19.607843137254903,3176.25,1187,44,28.627450980392158,1508612057.776933
10.980392156862745,31.372549019607842,20.784313725490197,96,513,75,20,10.32,3.9215686274509802,3303.75,1188,48,14.117647058823529,1508612058.4345891
41.96078431372549,40.78431372549019,30.980392156862745,96,513,13,20,7.16,17.647058823529413,3284.0,1188,48,19.607843137254903,1508612059.0770216
9.019607843137255,31.764705882352942,20.784313725490197,96,513,78,20,6.2,4.313725490196078,3430.75,1190,49,14.117647058823529,1508612059.7295218
7.0588235294117645,31.764705882352942,20.784313725490197,96,513,12,20,3.47,3.9215686274509802,3327.25,1190,48,13.333333333333334,1508612060.4245214
6.2745098039215685,31.372549019607842,20.784313725490197,96,513,11,20,2.89,3.9215686274509802,3073.0,1190,45,12.941176470588236,1508612061.0793815
7.0588235294117645,31.372549019607842,20.784313725490197,96,513,12,20,2.86,3.9215686274509802,2708.5,1192,39,12.941176470588236,1508612061.7844944
7.8431372549019605,31.764705882352942,20.784313725490197,96,513,13,20,2.86,3.9215686274509802,2555.5,1192,37,12.941176470588236,1508612062.409434
8.627450980392156,31.372549019607842,20.784313725490197,96,513,13,21,2.82,3.9215686274509802,2214.75,1193,32,12.941176470588236,1508612063.0845177
9.411764705882353,31.764705882352942,20.784313725490197,96,513,15,21,2.69,3.9215686274509802,1855.25,1193,27,12.941176470588236,1508612063.7270737
16.07843137254902,31.372549019607842,20.784313725490197,96,513,20,21,4.69,3.9215686274509802,1427.5,1195,22,13.333333333333334,1508612064.448352
24.313725490196077,39.21568627450981,29.019607843137255,96,513,26,21,4.13,10.588235294117647,989.25,1195,15,13.72549019607843,1508612065.096796
78.0392156862745,70.19607843137256,59.21568627450981,96,513,84,22,31.38,81.17647058823529,1272.75,1195,14,63.529411764705884,1508612065.7570536
72.15686274509804,74.50980392156863,62.745098039215684,96,513,94,22,47.480000000000004,35.294117647058826,3371.25,1196,20,53.72549019607843,1508612066.397014
81.17647058823529,72.15686274509804,61.1764705882353,96,513,94,21,48.22,81.17647058823529,3273.25,1196,29,80.3921568627451,1508612067.071949
11.76470588235294,31.372549019607842,20.784313725490197,96,513,94,21,67.96000000000001,3.5294117647058822,4198.25,1198,36,24.705882352941178,1508612067.7495356
66.27450980392157,45.09803921568628,34.90196078431372,96,513,10,20,9.4,22.352941176470587,3682.25,1198,39,25.49019607843137,1508612068.452051
78.82352941176471,48.23529411764706,38.03921568627451,96,513,88,20,55.04,34.509803921568626,3793.25,1198,41,43.92156862745098,1508612069.12958
80.0,54.90196078431372,43.92156862745098,96,513,92,20,47.72,51.372549019607845,3220.75,1200,47,59.21568627450981,1508612069.774664
82.3529411764706,61.1764705882353,31.764705882352942,96,513,93,20,54.26,68.23529411764706,3631.5,1200,53,68.62745098039215,1508612070.3983693
7.450980392156863,31.764705882352942,20.784313725490197,96,513,91,19,4.65,3.5294117647058822,3970.5,1201,58,12.941176470588236,1508612071.0719516
7.450980392156863,31.764705882352942,20.784313725490197,96,513,11,19,3.0300000000000002,3.9215686274509802,3045.0,1201,57,12.941176470588236,1508612071.6970835
66.66666666666667,40.78431372549019,29.80392156862745,96,513,13,19,35.26,21.568627450980394,2370.0,1203,56,28.235294117647058,1508612072.4646695
17.647058823529413,31.764705882352942,20.784313725490197,96,513,87,19,15.26,3.5294117647058822,2823.25,1203,58,14.509803921568627,1508612073.1120918
9.411764705882353,31.764705882352942,20.784313725490197,96,513,19,19,3.0,3.9215686274509802,2502.25,1203,56,13.333333333333334,1508612073.725835
11.372549019607844,31.764705882352942,20.784313725490197,96,513,15,19,3.17,3.9215686274509802,1785.25,1204,46,12.941176470588236,1508612074.377089
16.862745098039216,31.764705882352942,20.784313725490197,96,513,20,19,3.25,4.313725490196078,1196.5,1204,36,13.333333333333334,1508612075.0220778
19.607843137254903,31.764705882352942,20.784313725490197,96,513,28,20,2.82,3.5294117647058822,840.0,1206,13,12.941176470588236,1508612075.6521134
17.254901960784313,31.372549019607842,20.784313725490197,96,513,28,20,2.59,3.5294117647058822,879.0,1206,2,12.549019607843137,1508612076.299508
16.862745098039216,31.372549019607842,23.529411764705884,96,513,28,20,2.5,3.5294117647058822,851.25,1206,0,12.549019607843137,1508612076.9520752
79.2156862745098,46.27450980392157,37.64705882352941,96,513,34,21,17.84,29.80392156862745,807.5,1208,0,38.8235294117647,1508612077.5770953
78.82352941176471,63.13725490196079,52.15686274509804,96,513,93,21,33.1,67.84313725490196,2383.0,1208,4,77.6470588235294,1508612078.231975
78.43137254901961,62.745098039215684,51.372549019607845,96,513,95,21,34.46,69.01960784313725,1659.25,1209,15,77.6470588235294,1508612078.9495606
78.82352941176471,59.6078431372549,47.450980392156865,96,513,94,20,41.54,61.96078431372549,2602.5,1209,23,75.29411764705883,1508612079.6046147
56.07843137254902,31.764705882352942,20.784313725490197,96,513,94,20,57.94,5.098039215686274,3526.75,1209,31,67.84313725490196,1508612080.2645733
12.156862745098039,38.431372549019606,27.45098039215686,96,513,17,20,2.72,10.980392156862745,3613.0,1211,35,12.549019607843137,1508612080.9219115
50.588235294117645,38.8235294117647,26.666666666666668,96,513,49,20,31.38,16.07843137254902,3300.5,1211,35,25.098039215686274,1508612081.5446167
11.372549019607844,31.764705882352942,20.784313725490197,96,513,66,20,3.5500000000000003,3.5294117647058822,2747.5,1212,39,12.549019607843137,1508612082.1546924
9.411764705882353,31.764705882352942,20.784313725490197,96,513,15,20,3.0700000000000003,3.9215686274509802,2447.25,1212,38,13.333333333333334,1508612082.797165
